3,1169 321 2633 55 2020 1169 321 35 3574 3778 38 4496 35 123 804 10 3285 2339 2076 23 35 1169 135 539 2020 3 10,10
3,660 3286 3575 58 4 90 669 123 3419 1491 2 24 272 3575 1593 3420 3158 23 1019 285 2 58 6 147 61 65 43 10 235 243 306 2145 444 717 57 1224 3419 1126 169 1467 3779,11
0,108 606 4 99 9 31 169 0 20 36 37 34 48 0 15 42 20 3 3 36 37 22 96 499 70 109 665 324 2634 676 1891 1096 27 1420 133 0 20 34 2807 0 20 3 70 34 48 62 42 78 1374 457 682 324 70 62 241 481 27 34 48 92 499 62 42 340 302 188 137 364 186 606 16 689 72,12
3,74 439 1594 552 74 439 4 1594 1658 2077 905 69 2722 108 4 270 887 511 74 2471 3576 905 355 625,13
0,3780 144 1805 2340 59 9 0 11 0 11,14
3,2635 575 51 2635 114 2 228 51 144 1805 565 1421 321 49 270 144 1805 223 325 158 168 1929 317 31 15 144 1805 125 244 2808 141 1761,15
0,2553 108 288 23 35 631 0 403 79 307 405 40 3159 40 1097 2723 2723 2272 3778 79 63 28 2908 31 22 176 202,16
0,2472 464 4 173 259 129 79 70 63 28 39 28,17
0,23 756 41 129 79 169 170 70 227 33 39 28,18
0,1329 218 9 302 1329 2 145 182 313 27 207 122 168 273 1 587 72 1492 220 318 273 757 414 15 140 302 45 426 5 1729 45 5 1493 21 313 27 1115 268 1422 185 458 20 177 509 245 1125 556 313 27 1097 1352 1 529 2078 1 1375 84 683 614 291 377 587 347 1492 220 318,19
0,1513 2197 155 95 15 1309 221 1513 2197 285 35 3421 458 1309 221 95 24 394 10 684 193 579 1170 804 5 2146 220 18 1 135 142 145 63 82 41 95 579 26 394 5 5 41 2473 21 334 579 5 1513 2197 137 105 4235 172 64 399 245 3 3 135 650 127 2909 522 1513 2197 1843 497 830 1439 109 1468 596 566 796 23 35 3421 1513 4497 23 35 84 47 16 55 596 566 796 1494 852 232 194 68 2636 334 632 77 607 950 2273 221 24 394 10 422 16 2474 323 221 804 10 893 584 3974 558 1562 16 283 364 24 221 905 229 142 64 1563 335 670 1659 1330 91 1563 1310 61 1513 16 993 228 1513 2197 251 1353 796 24 58 1513 1171 285 35 1513 1171 19 530 767 1976 18 89 1353 796 54 35 2198 842 54 285 35 811 1469 285 1513 2197 1513 2197 2075 3 21 608 126 459 364 1292 65 923 72 576 540 1331 455 142 21 203 541 72 722 570 84 640 6 14 215 853 1513 2197 587 197 480 112 160 84 1376 737 1031 576 2016 14 67 72 8 1153 922 194 142 15 1564 1079 1844 77 2554 238 1513 2197 345 1660 57 375 1514 24 271 1273 57 709 510 324 1513 2197 10 175 579 596 566 12 30 266 160 2396 2724 208 142 458 319 221,20
2,1845 178 448 602 50,21
0,676 570 23 35 0 169 11,22
0,35 32 0 32 11 36 37 22 226 241 78 170 0 1095 225 78 15 404 0,23
0,2397 4 99 9 256 0 7 365 7 56 7 7 11 36 37 34 48 0 18 7 7 11 36 37 22 34 2807 748 1293 94 176,24
0,325 120 2 85 9 478 0 11,25
0,82 214 234 2 85 9 0 34 170 11,26
0,114 23 18 106 256 0 42 42 32 11 48 0 32 11 22 499 557 143 45 38 488 1 1114 3975 2147 229 31,27
0,2398 565 773 23 173 296 129 79 70 63 33 15 39 28,28
3,818 321 173 861 49 818 321 4 57 242 28 64 88 861 49 14 215 570 98 979 43 10 324 1 277 818 833 2 1 90 100 14 215 570 512 278 196 341 749 818 321 19 49 52 18 833 570 1846 724 1154 1241 1846 783 626 124 1 381 640 540 151 51 52 670 1656 357 52,29
0,2274 239 4 0 395 7 7 11 36 37 395 22 92 62 189 1055 601 19 62 233 327 633 4498,30
4,293 161 1332 293 161 4 1515 967 3422 874 912 3423 2199 208 128 291 212 1440 293 161 169 3287 1377 2637 967 385 21 592 1762 1763 42 2200 293 71 592 1098 584 2079 2341 1332 1127 274 293 2342 1659 71 157 1515 1 19 3577 1515 417 1595 111 15 1098 1661 2555 874 967 72,31
4,437 1311 179 1225 14 1080 823 437 1311 212 179 3976 1423 2910 3781 21 1099 165 2080 962 396 14 130 393 21 96 1565 157 437 2809 132 14 187 86 56 106 273 1332 1595 489 3424 2911 14 1100 271 577 3160 14 2638 986 187 118 690 823 310 90 2343 437 56 320 132 2275 217 326 535 297 1657 1022 157 76 2639 4236 771 823 3977 1056 437 1155 118 809 242 320 26 213 29 191 675 328 1892 913 14 153 2080 212 933 367 1141 875 19 460 3288 3289 437 14 436 676 489 4237 157 1423 2910 21 1099 968 2080 212 933 179 3978 2081 2912 66 530 165 1537 334 157 130 219 488 675 823 1056 437 1155 809 823 264 118 1893 5 3782 518 437 498 1730 1930 367 1141 389 757 423 1470 625 8 91 151 1495 1423 2910 105 437 8 627 53 170 320 132 14 535 1022 390 4237 437 212 933 179 3979 21 1099 396 1022 3161 1332 436 489 912 1565,32
0,3425 2 41 245 129 79 70 9 227 28 39 28 18,33
0,74 4 0 20 22 59 9 286 329,34
0,108 3980 99 9 108 3980 377 2 145 182 261 27 609 31 151 634 2201 20 314 1468 1354 21 261 27 108 3980 599 169 26 5 236 78 49 377 280 1624 109 19 544 45 2202 72 26 5 912 268 1097 1352 2202 20 26 912 2475 1212 14 67 108 3980 261 27 3783 1398 151 2082 2083,35
3,1731 3981 100 397 284 58 1731 4 90 100 162 470 397 792 284 117 397 162 1399 72 2725 502 1625 143 400 255 86 347 231 27 13 312 1 162 1764 82 87 254 94 162 1399 683 234 3578 1399 335 3579 482 423 483 1731 107 1 8 39 340 78 886 107 351 247 1372 61 357 72 2725 502 143 255,36
4,178 3982 215 677 96 3982 1242 677 192 799 1596 303 320 96 122 31 53 320 212 552 454 1558 224 1689 182 291 212 523 2202 677 320 96 320 914 132 14 677 303 320 1242 677 303 320 320 132 14 677 1171 224 449 175 320 82 132 2810 600 677 303 320,37
3,980 120 120 35 164 120 2 3580 1057 414 61 588 243 852 1101,38
7,2640 6 17 299 16 184 3038 2084 66 337 6 3581 161 4499 17 915 691 138 17 299 1009 6 524 88 2203 3582 1491 6 1116 127 2084 1806 322 180 1496 8 326 17 1243 17 738 1009 163 276 434 28 8 1244 102 267 1662 73 1081 17 1046 901 17 1186 8 3983 6 373 402 267 2811 17 800 2021 690 2556 1047 60 6 3426 17 299 495 1807 1187 103 8 2812 862 1807 161 648 396 299 111 161 114 150 348 160 1294 18 460 17 3 474 6 3583 3 42 253 3290 424 222 3 42 289 234 17,39
3,2 617 51 2 228 51 74 4 632 117 490 232 2399 655 325 2203 1378 143 400 64 205 3039 590 4 2 3984 4 3584 4 641 380 671 16 2 3985,40
0,3784 259 41 129 79 63 28 39 31,41
0,3162 2476 41 23 57 270 44 18 12 121 43 12 245 259 65 41 12 121 2344 12 416 43 12 227 28 887 39 28 259 65 41 227 28 887 39 28 357 405 121 10 402 119 1 41 26 5 26 5 2148 259 43 12 65 41 26 5 5 119 12 121 1,42
3,2726 872 660 1765 3585 684 631 2726 278 127 4500 4501 8 872 660 1765 148 196 3986 318 49 107 107 4238 281 710 771 1199 872 16 25 3986 1690 1765 49 613 1048 1766 660 10 650 4238 3987 84 250 522 8 872 999 30 519 18 54 93 587 147 339 3987 2813 1977 3585 172 2913 1441 2814 61 8 177 1566 951 45 8 902 3585 318 92 1765 894 8 1691 2815 1310 465 4502 111 255 8 1691 660 635 3988 76 203 58 672 203 4501,43
0,3291 739 651 2 296 129 79 70 63 28 39 31,44
5,262 178 2636 432 230 38 282 429 536 262 2085 432 38 488 736 252 411 1732 46 50 558 210 92 398 8 432 38 559 417 2400 2816 2345 180 1894 262 60 500 355 834 857 2204 2346 38 432 2477 8 1047 262 19 455 411 90 415 23 952 1732 889 46 50 558 210 398 1561 311 1733 92 305 116 50 73 46 166 647 3292 344 262 650 281 696 1567 522 593 6 230 135 2914 96 2347 493 116 495 432 38 1656 1847 54 180 238 23 246 262 282 429 2276 247 1128 715 289 167 1538 1848 76 2345 475 1058 1663 17 2086 111 128 449 57 127 1226 1274 19 4503 715 160 315 1538 1848 262 455 631 1568 1626 457 4239 230 396 17 540 1142 106 548 460 17 253 106 190 3040 38 185 116 220 19 2727 17 253 649 219 4504 46 50 2557 454 1172 953 6 2205 524,45
3,1227 1931 594 58 1227 1931 987 85 534 15 863 502 641 131 16 414 61 117 1227 1931 190 346 21 824 1227 16 135,46
7,954 1188 382 434 28 294 179 2401 954 197 136 96 232 1188 114 150 28 530 165 382 102 267 331 1932 429 60 528 71 219 954 8 1010 1663 774 1173 17 2817 888 174 2728 1849 341 252 73 179 954 367 157 6 130 219 382 1011 276 180 238 876 17 800 47 2915 18 167 38 606 17 374 47 2348 1008 1377 1933 6 1850 328 297 30 6 1000,47
3,980 1851 35 164 1851 2 4505 414 143 300 934 72 114 150 1 1851 56 6 1808 204 20 6 1809 2558 425 74 30 1851 1 184 131 252 318 697 1275 232 194 1810 893 1355 464 618,48
2,29 941 448 294 50 29 941 4 29 108 13 941 308 294 50 317 793,49
4,1978 178 3982 215 677 96 3982 1242 677 192 799 1596 303 320 96 122 256 320 431 96 74 224 1497 1978 1558 14 130 17 16 2202 677 303 320 320 777 132 14 677 175 320 777 1242 677 303 320 320 1978 914 3427 96 303 320 26 213 777 914 503 141 740 777 132 14 248 96 303 183 777 1978 111,50
3,2916 108 4 18 863 164 55 2916 2 981 963 661 3989 1516 441 123 12 89 386 80 46 158 651 2 1979 68 142 1934 108 520 288 23 85 3041 491 12 520 288 1 269 688 2916 43 10 68 1001 863 192 55 2916 156 10 21 362 190 362 89 269 2916 43 10 82 269 2916 55 1760 327 492 1 1692 477 251 993 191 43 12 149 711 3586 1852 580 2559 112 504 1424 315 205 127 102 343,51
0,14 23 32 0 7 32 7 95 11 36 37 170 22 70 226 241 78 26 5,52
0,4 59 9 206 0 799 0 395 11 36 37 799 36 37 395 0 799 0 395 11 36 37 799 36 37 395 22 62 40 4240 592 9,53
7,330 2560 3587 77 3588 330 567 270 77 3588 349 3587 150 2561 3 363 230 440 330 136 3588 211 401 330 17 581 2641 3990 2917 205 205 15 3 237 363 68 13 330 232 194 391 2402 4506 370 208 330 842 567 90 669 73 567 105,54
3,2729 2014 2277 115 2729 4 864 265 2277 4507 186 2 123 12 5 2729 57 969 232 194 541 64 862 3163 576 932 223 1 140 1 551 1895 25 2277 4507 2729 2277 25 124 431 25 168 2918 400 2729 1853 2277 4507 8 4508 862 541 981 3991 875 1597 84 1174 2277 4507,55
2,466 86 982 368 768 344 128 449 86 1664 6 71 80 30 982 368 66 768 466 8 706 518 1200 368 3992 4495 15 18 3 1012 731 581 3993 208 128 399 1442 1333 334,56
0,2635 1225 121 12 2635 114 2 125 57 375 44 18 12 121 98 259 65 41 50 402 26 43 5 1 19 64 33 204 88 265 387 442 43 12 2635 57 375 861 121 195 3589 603 57 88 33 111 2730 204 95 12 41 324 2635 265 1514 24 442 12 270 10 442 43 12 2146 220 15 42 12 76 410 1114 825 143 319 57 2635 1 24 12 1569 2562 2635 1245 1762 323 651 507 661 1001,57
0,2731 771 185 7 380 758 149 2731 117 54 1246 865 493 7 254 105 54 63 537 41 105 41 185 39 7 431 76 2818 151 851 30 444 245 399 19 3785 691 84 29 44 106 1896 111 54 242 3994 254 54 162 3042 254 2478 82 360 691 2349 540 1331 254 141 7 303 254 540 1331 82 303 3 254 3 1767 185 116 1400 162 84 766 1002 24 585 135 54 84 421 924 916 893 21 239 913 13 200 93 144 397 216 425 3995 545 13 131 505 264 93 175 82 3 54 155 934 642 234 421 1930,58
2,6 93 173 83 126 513 784 250 128 508 171 93 242 83 66 126 513 3 42 221 3 42 221 42 221 685 778 31 31 31 31 433 784 655 484 381 3164 2350 66 3165 160 970 3164 2350 725,59
5,6 193 209 30 329 434 326 451 75 13 553 906 30 2145 434 962 451 75 329 30 82 962 75 66 222 843 1143 426 777 75,60
0,4 35 0 11 22 10 119 36 37 329 1 647 308 327 698 541 54 4 433,61
4,282 262 218 267 4509 14 40 282 429 536 262 60 276 3043 322 969 102 925 1693 14 627 1401 267 21 864 2351 111 1198 1031 358 324 3996 267 21 1693 2351 212 130 3166 221 40 8 1244 24 1127 177 212 67 8 3983 6 2205,62
3,142 594 1155 877 1854 196 470 55 950 125 2 18 2087 64 203 1155 55 877 54 2 386 80 46 158 4505 4510 68 2088 203 1155 5 55 31 67 1228,63
0,29 2819 173 259 296 129 79 70 63 28 39 28 44 22 29 2819 750 84 68 23,64
2,3167 1425 1356 602 50 156 3167 13 148 196 1425 13 148 196 1229 602 585 83 453 1356 911 300 108 2089 13 148 4511 196 50 582 146 457 725,65
3,4512 692 1443 374 12 49 4512 692 2 3419 726 269 10 4512 119 12 65 38 4512 19 608 127 33 643 934 57 490 1049 3590 92 57 4512 19 3428 265 204 88 123 44 89 149 2352 4 108 4513 4 2352 4 4512 82 220 886 4512 886 270 64 221 387 10 43 410 119 12 4512 2919 92 127 1980 538 57 1 19 244 692 239 84 232,66
0,314 54 3044 314 54 2 381 3044 1559 4514 23 1 381 1811 1559 77 1444 243 1245 1663 494 6 13 16 203 964 297 14 971 215 570 4515 6 13 126 31 211 718,67
3,4 155 699 249 221 4 35 458 221 1144 360 699 442 641 249 10 5 699 8 1897 3997 52 31 686 43 10 1032 31 84 213 652 3293 467 5 249 5 8 686 43 10 1032 31 84 213 652 3293 467 3045 113 4 1421 80 2 90 123 685 8 503 718 4516 418 194 13 126 732 55 2920 2479 2 52 128 1627 35 328 30 819,68
3,2472 594 2200 2472 23 315 2 751 2200 2 188 2480 117 2472 61 400 131 204 20 3168 164 2472 51 2278 456 23 571,69
0,1169 955 4 756 296 1295 79 63 33 15 39 31,70
0,279 218 177 279 4 145 201 177 45 1 66 133 45 201 45 201,71
0,3591 4501 16 59 9 256 0 11 0 42 11,72
3,77 830 893 77 830 4 634 2642 893 3998 504 38 833 77 3155 3786 770 13 461 1570 113 166 38 485 504 300 2196 507 84,73
3,29 4241 1539 164 29 4241 604 2 90 669 608 758 149 117 16 2 143 38 29 4241 64 471 10 29 4241 5 192 29 4241 64 337 1082 434 1665 29 4241 10 119 478 87 485 29 4241 580 108 13 2279 13 4241 580 2280 1628 478 87 3 485 93 336 234 1 739 1 257 1 85 3041 246 2280,74
4,14 309 156 2481 512 983 73 14 89 2820 406 512 1102 21 3 2149 983 3 216 14 1 3999 2732 983 21 303 418 835 3 14 89 1812 4517 103 14 67 1175 3999 57 73 73 89 4000 512 1276 239 1276 21,75
5,330 567 888 2482 1357 2733 363 514 250 567 240 546 535 2734 1567 888 2482 712 491 230 2733 3592 576 4518 73 1981 1517 250 179 537 4001 1982 165 60 298 567 240 13 8 888 894 230 166 773 124 38 488 736 2921 167 1518 46 83 210 662 398 857 4001 2563 432 415 114 150 47 144 482 628 719 161 3593 406 774 190 1855 17 741 114 150 47 279 1933 2552 116 39 475 305 266 96 165 1517 4242 192 330 1813 445 685 261 103 126 972 2206 1230 54 445 372 103 13 382 195 96 330 4519 3046 3047 715 875 146 727 725 634 54 230 4518 76 155 363 445 214 491 2733 312 169 330 559 417 2483 268 1567 4002 4001 3294 712 1022 176 2922 103 230 166 1540 1358 116 242 2482 1357 197 46 50 1357 785 21 1212 116 1296 399 3429 1357 230 144 397 537 3594 567 18 138 417 34 106 857 4001 91 1231 1768 1228 2643 323 169 1176 1357 378 752 3787 330 445 322 322 240 13 2923 4003 337 649 752 21 1357 46 83 168 4001 2818 873 363 230 58 330 230 1375 214 146 537 3429 1129 1357 265 968 551 144 482 330 158 102 2924 4243 8 182 88 607 308 155 113 2090 766 417 1033 515 997 284 850 4001 3430 113 2090 584 2482 1357 8 514 3788 221 2353 430 690 150 1402 2022 1598 330 1810 445 3595 378 1357 544 125 46 83 2275 43 2354 1130 108 240 93 662 155 2354 1357 167 144 482 445 618 1357 239 19 192 719 4244 498 2023 214 1375 46 50,76
6,178 583 2082 2484 515 71 700 2403 360 583 2082 2484 515 216 456 2925 593 653 584 1272 286 826 2403 211 2082 2484 484 3418 907 1100 2206 583 263 188 34 2082 456 4520 6 291 753 333 382 835 34 8 1049 82 2082 1856 8 231 1935 4520 159 458 2478 406 653 456 96 353 1115 525 1187 396 912 1008 670 303 475 4521,77
0,4 35 85 9 206 0 11 36 37 22 1 485 35,78
3,462 491 610 2404 125 2 1629 1 164 491 610 2404 2 610 10 895 491 610 4245 385 2091 2404 491 1840 1277 279 472 273 51 491 610 1293 145 20 172 4245 385 228 223 513 10 168,79
0,54 4 2207 32 0 32 20 22 226 40 481,80
0,791 730 677 4 4 12 634 656 185 45 1397 791 730 101 12 15 66 95 190 1426 137 8 1213 185 86 313 27 134 1 8 182 163 134 26 5 222 26 5 101 426 1013 42 42 642 157 2926 311,81
0,196 560 1156 122 478 545 1 7 275 41 275 22 1 41 8 2644 10 410 113 756 908 199 82 41 531 275 109 431,82
0,120 2 59 9 122 206 44 0 7 56 2645 7 11 0 7 7 11 22 26 5 329 27,83
4,2405 178 267 1814 40 3048 1011 276 107 3596 2405 102 267 39 4509 40 2476 232 359 324 1693 40 756 2406 40 756 255 3789 1170 301 2405 4246 430 324 454 492 2405 267 359 40 3048 544 1815 14 627 1401 102 492 1693,84
0,1359 1816 40 459 173 296 2150 79 70 63 31 39 31 22 1359 1816 40 459 134 372,85
0,4 173 673 296 1295 79 44 44 70 63 33 39 28,86
3,521 4 575 707 710 147 521 4 285 35 228 3 42 147 1014 1519 541 707 710 285 35 24 1 521 1519 35 539 696 1140 1034 516 188 192 707 521 4 135 91 49 168 621 521 1519 188 133 521 1519 1936 4522 319 221 521 4 64 521 1519 149 521 4 86 2151 94 33,87
3,572 155 2152 427 2153 25 1214 572 16 148 154 1471 2154 467 152 25 43 10 427 4 1734 3047 572 8 900 10 942 2355 2024 3047 572 513 5 427 21 96 427 43 10 25 1420 603 1214 31 844 15 96 208 1083 3169 1983 759 1541 2 4247 1694 1117 407 123 572 69 427 572 427 252 516 4004 4 402 603 63 1083 208 265 8 674 572 409 152 61 26 5 1083 572 1258 265 1117 8 3597 2407 42 25 427 1083 1977 208 572 1471 152 31 1201 61 98,88
0,281 1334 4248 45 1015 281 663 148 196 7 181 1015 1472 159 556 798 805 634 260 4249 1176 655 186 1311 127 1473 355 392 261 27 109 1215 105 66 1 2408 831 260 24 3049 655 186 719 44 56 159 463 35 500 1297 148 3170 196 117 3050 742 3051 477 197 281 1334 1153 801 15 1 136 701 426 281 1334 290 5 6 193 663 30 3790 76 283 18 191 96 1103 760 866 325 76 246 3431 1930 648 1735 214 247 561 21 27 109 994 3295 1115 2913 4005 200 273 760 75 134 655 873 633 676 706 1078 4523 853 540 16 77 1666 1571 1857 1400 1126 181 130 326 1056 204 7 756 323 281 1334 19 479 934 689 670 615 239 1812 199 143 220 222 92 3432 18 994 346 101 1 1278 1298 10 104 878 1817 104 208 347 266 268 104 2564 3791 2927 23 35 30 145 4524 7 181 561 170 169 199 45 26 5 340 7 195 18 159 77 405 40 7 175 3 75 3 455 71 1379 3288 3424 592 1058 2409 1 926 67 633 232 1058 925 475,89
0,3433 890 155 12 121 3433 890 4 57 198 18 15 12 121 243 384 229 98 979 43 10 1984 1 204 88 285 698 33 53 88 1979 1082 98 979 10 121 357 708 12 41 174 335 39 33 1984 3433 19 1599 64 1082 3792 1380 4250 306 1118 375,90
0,461 29 739 173 401 296 461 29 2565 739 372 18 307 401 416 26 2566 58 62 564 113 134 316,91
3,178 2735 942 4 2735 120 2 43 10 119 942 551 25 1 25 5 12 844 2350 31 31,92
0,3434 248 3598 121 3434 248 2 2208 39 416 3598 188 137 44 18 43 249 12 121 121 43 249 10 1736 362 64 39 174 12 121 1937 384 229 98 979 10 43 12 98 979 10 249 12 56 15 1 324 3598 131 1 2736 387 43 249 10 17 176 140 410 378 393 2646 384 861 204 88 174 188 137 39 416 3598 33 174 433 1,93
0,771 340 7 75 148 196 137 91 340 7 75 595 609 168 222 75 431 346 3 75 3 403 41 104 198 403 104 21 45 26 5 175 104 104 109 2816 390 30 1397 2356 10 104 266 160 15 2928 208 347 1177 405 625 1279 398 7 804 853 40 75 431 6 193 1333 348 3296 160 172 682 75 7 231 348 597 425 461 3435 75 425 74 172 1115 353 220 116 72 733 712 91 75 160 7 75 91 75 1084 103 431 241 927 3052 1381 1381 188 1 107 2092 387 691 354 4525 155 137 105 159 145 425 74 72 972 1 1397 529 6 193 1084 712 688 135 107 973 286 561 507 244 1335 935 236 917 3053 84 29 896 135 867 7 712 561 127 3599 4526 135 111 830 170 516 269 21 2357 6 193 1690 2904 30 5 245 160 1352 1059 281 728 245 7 750 723 659 84 308 45 135 3054 1023 544 230 2090 354 1 993 75 20 40 1687 184 172 72 1 2408 359 805 6 193 878 737 436 166,94
0,23 678 2 59 9 32 0 32 11 36 37 4527 32 0 32 11 36 37 22 9 0 769 40 78 5 1299 78 5 0 769 40 78 5 1299 78 5,95
0,377 4 59 9 256 15 32 0 32 20 32 0 32 20 22 5 532 56 12 41 70 499 226 78 1016 155 62 340 4240 1422 302 162 40 50 151 598 40 1035 716 2093 126 3600 15 340,96
3,74 713 3601 693 301 74 713 23 1333 30 1070 8 3793 211 714 1300 974 2 101 1 33 797 300 30 220 12 74 713 12 1985 1728 3297 30 2913 2737 223 714 33 497 30 220 2485 82 220 74 713 3297 19 2821 77 234 142 8 121 12 732 41 74 713 626 24 272 12 46 831 918 74 713 8 311 1070 12 1125 101 1630 1 101 88 1189 1298 1242 1070 625 208 125 582 88 1 157 74 713 12 3794 766 557 830 714 474 101 208 714 331 141 629 2929 111 492 102 19 1804 95 24 1813 141 1938 101 1667 2486 3793 8 197 2567 4508 15 30 1070 82 3793 101 247 3793 714 8 497 190 359 7 1403 74 713 45 21 495 1668 1404 74 713 672 100 714 232 4246 8 591 68 1153 80 142 349 101 74 713 515 65 339 1190 100 211 359 950 1191 776 1 76 246 1009 643 211 714 15 3297 4528 534 30 2568 3436 80 969 74 713 76 1009 2486 3793 644 714 1153 8 1492 1769 30 727 714 1520 220 42 642 714 30 727 8 706 451 44 143 30 101 74 713 76 503 113 190 155 934 2209 181 155 1142 113 802 12 557 4251 2562 1245 197 4529 641 380 671 16 333 1232 2930 2931 1400 4006 2487 323 2281 2487 54 2930 507 4252 1259 460 2930 74 713 556 2569 1054 84 534 211 714 12 339 591 557 87 3437 509 234 84 76 1036 3171 1119 537 2569 1054 220 1521 76 177 177 1071 82 141 45 1 2930 714 1631 40 141 45,97
7,292 879 936 17 289 159 292 2488 17 179 3172 1033 8 880 160 289 44 56 159 460 156 73 126 857 159 358 292 879 8 636 1498 73 424 300 1632 3055 17 492 662 17 289 2489 1033 345 3 42 73 126 3172 29 292 879 17 289 3 253 3172 91 1216 94 18 96 17 3438 2822 473 90 81 6 110 895 3 819 424 2570 292 879 2638 269 47 3172 2823 66 3795 17 165 184 157 1898 337 292 879 8 1662 6 424 524 626 6 166 110 1892 1770 915 292 879 138 3602 6 2210 2824 1014 424 696 173 759 3056 1198 1382 819 114 150 205 1014 4530 472 2571 4531,98
0,3796 2 173 259 129 79 70 63 33 39 28 15,99
0,74 4 304 9 256 0 7 15 44 7 11 53 106 0 7 53 53 7 11 22 53 106 62 78 95 324 682 669,100
0,3603 1854 196 1405 45 199 3603 54 2 145 766 395 45 26 5 29 27 225 176 19 3173 163 766 395 45 177 39 5 133 127 1980 1737 1216 956 1445 24 272 439 101 1661 245 45 3603 77 234 3174 564 327 3603 689 688 598 5 731 468 273 177 45 26 5 702 564 327,101
7,954 2211 637 294 179 2401 954 3175 1010 1663 47 637 6 606 17 71 157 66 1932 88 954 60 17 130 179 3057 743 2922 6 3439 218 47 1081 17 1046 1000 954 3175 18 217 603 88 267 454 180 238 876 648 430 47 2211 374 6 374 90 21 106 494 873 47 1008 534 156 61 1157 103 166 409 248 6 1000 517 6 157 3604 664 2358 2212 415 1927 1939 274 208 3057 367 54 17 130 1158 1247 21 786 3440 374 3605 6 238 1383 2213 47 854 3298 97 1104 1383 156 332 356 1215 66 3057 1158 2025 1771 1037 31 916 97 1038 534 156 50 67 1522 166 1406 356 1296 517 6 157 1158 624 179 54 1496 4007 1977 18 167 76 3176 491 1499 4532 97 1104 1377 166,102
3,4533 58 81 1523 1938 4533 4 4533 739 234 370 356 679 81 18 863 701 192 3177 520 2647 2738 6 1 155 123 3177 125 4 3177 1523 834 2 1 507 422 416 661 325 739 1772,103
0,108 279 186 2 59 9 0 11 36 37 0 11 36 37,104
0,739 181 343 85 9 256 0 129 79 70 36 37 22 41 227 28 64 39 31,105
0,862 110 23 59 9 206 0 7 7 7 7 20 0 7 169 7 20 22 92 499 62 691 364 72 27 761 62 42 40 162 42 126 4008,106
